,Sentence,Hate-Speech
5694,"కెరీర్‌లోనే అత్యంత భీకర ఫామ్‌లో ఉన్న జోస్‌ బట్లర్‌ ఓపెనింగ్‌ మిడిలార్డర్‌లోనే కాక ఓపెనర్‌గానూ సేవలందించగలడు.
",no
29810,"యాడ్‌లు, మోడలింగ్‌ నుంచి సినిమా ల్లోకి వచ్చిన తాప్పీ ప్రస్తుం బాలీవుడ్‌లో వరస ఆఫర్లను చేజిక్కించుకుంటోంది.",no
1323,ధావన్‌ గాయంపై వారం రోజుల్లో బీసీసీఐ నిర్ణయానికి రానుంది.,no
12770,"నాగార్జున యూనివర్సిటీ లో గుంటూరు పార్లమెంట్ తో పాటుగా వేమూరు, తెనాలి, పొన్నూరు, తాడికొండ,మంగళగిరి, ప్రత్తిపాడు, గుంటూరు తూర్పు, గుంటూరు వెస్ట్, బాపట్ల,రేపల్లె అసెంబ్లీ నియోజకవర్గాలకు…నల్లపాడు లయోలా కళాశాలలో నరసరావుపేట పార్లమెంట్ మరియు చిలకలూరిపేట, సత్తెనపల్లి, నరసరావుపేట, వినుకొండ, మాచర్ల, గురజాల , పెదకూరపాడు నియోజకవర్గాలకు కౌంటింగ్ జరుగుతుందని చెప్పారు.
",no
11811,"పేద విద్యార్ధులకు ఫీజులు, పలువురికి వైద్య ఖర్చు సహాయం అందించడం… ఇలా అనేకం ఆమె ట్ర‌స్టు సొంతం.
",no
33825,పైకి ఏడవలేని వాళ్లు కన్నీరును ఉగ్గబట్టుకుంటున్నారు.,no
21536,"గ్రామాభివృద్ధికోసం పనిచేసేందుకు సర్పంచ్‌లకు అధికారాలు లేవని, చెక్‌పవర్ లేదని గుర్తు చేశారు",no
13621,"గెలిచిన అభ్యర్థి జీవించి లేడు క‌నుక తిరిగి ఉప ఎన్నిక జ‌రుగుతుంది.
",no
21306,"తాళం చెవిలు, చైన్స్‌తో పాటు ఇతర మెటల్స్‌ ఉన్నట్లు వైద్యులు గుర్తించారు",no
30080,భారీ క్రేజ్‌తో రూపొందే మల్టీ స్టారర్స్‌కు ఉండే సౌలభ్యం దేనికి ఉండవు.,no
8465,"ప్రస్తుత సారథి విరాట్‌ కోహ్లి గురించి మాట్లాడుతూ ‘అనుభవం, టాలెంట్‌ కలిస్తే విరాట్‌.
",no
24883,"జ‌గ‌న్ ప్ర‌మాణ‌స్వీకారోత్స‌వానికి వెళ్లేందుకు చంద్ర‌బాబు స‌ముఖత వ్య‌క్తం చేశార‌ట‌.
",no
3583,అటు బ్యాట్సమెన్‌గా ఇటు కెప్టెన్‌గాను విజయవంతంగా రాణిస్తున్నాడు’ అని కొనియాడాడు.,no
18443,"ఆ పార్టీ దెందులూరు నియోజకవర్గ ఎంఎల్‌ఎ కొఠారు అబ్బయ్య చౌదరి పాదయాత్ర చేపట్టారు.
",no
25684,పైగా నాని స‌ర‌స‌న క‌థానాయిక అంటే  అంతో ఇంతో మేట‌ర్ ఉండాల్సిందే,no
3888,హిమా అండర్‌-20 ప్రపంచ చాంపియన్‌షిప్స్‌లో 400మీటర్ల రేస్‌లో స్వర్ణం గెలిచి… ప్రపంచ చాంపియన్‌షిప్స్‌లో స్వర్ణం గెలిచిన తొలి భారత మహిళా అథ్లెట్‌గా రికార్డు సృష్టించింది.,no
28399,"ఎలాగైన ఆ అమ్మాయిని పెళ్లిచేసుకోవాలని నిర్ణయించుకుంటాడు.
",no
35054,"అజరు దేవగణ్‌ హీరోగా తెరకెక్కిన ఈ చిత్రంలో టబు మరో కీలక పాత్రలో నటించింది.
",no
15431,"సచివాలయంలో కార్మిక సంఘాల నేతలతో సీఎం జగన్‌ చర్చలు జరపనున్నారు.
",no
26216,కాక‌పోతే జేడీని మాత్రం వ‌ర్మ వ‌ద‌ల్లేదు,no
2991,"ఆండ్రీ రసెల్‌(15, 9 బంతుల్లో 2 సిక్సర్లు) ఎక్కువ సేపు క్రీజ్‌లో నిలబడలేకపోవడంతో కేకేఆర్‌ సాధారణ స్కోరుకే పరిమితమైంది.",no
9784,807 ఈ మ్యాచ్‌లో నమోదైన మొత్తం పరుగులు,no
24183,కోయంబత్తూరు: వర్షాకాలం ప్రారంభమైనా వరుణుడు మాత్రం కరుణించడం లేదు,no
860,ఈ విజయం వారిదే.,no
31292,"సూర్య, రకుల్‌ ప్రీత్‌ సింగ్‌, సాయిపల్లవి హీరో హీరోయిన్లుగా శ్రీరాఘవ దర్శకత్వంలో డ్రీమ్‌ వారియర్‌ పిక్చర్స్‌, రిలయన్స్‌ ఎంటర్‌టైన్‌మెంట్స్‌ పతాకాలపై రూపొందిన చిత్రం ‘ఎన్‌.",no
30770,"ఇలా శర్వానంద్‌, సాయి పల్లవి జోడీ టీజర్‌ అంతా ఎక్స్‌ప్రెషన్స్‌ మాటలతో మాయ చేశారు.",no
